id,mainCriminal
1479977,False
354335,False
2309465,False
1455131,False
1649324,False
2233432,False
1413196,False
1432228,False
1317879,False
421105,False
2107313,False
1325926,False
277542,False
1373510,False
1443677,False
1664577,False
1664721,False
428954,False
2261795,False
1392595,False
1613189,False
1092296,False
1382927,False
1365582,False
385596,False
1661113,False
951096,False
1220146,False
1522535,False
1366280,False
2181236,False
1465911,False
1565498,False
1476797,False
1067627,False
1469313,False
1521030,False
1518242,False
1125190,False
1063191,False
384796,False
1440793,False
1520717,False
1049483,False
1049864,False
1229658,False
2361348,False
1463497,False
1438494,False
2208899,False
2362646,False
1187496,False
1387213,False
1400114,False
2110280,True
2115487,False
2310258,False
2310243,False
1393559,False
1465499,False
1776187,False
1381998,False
1403922,False
2293513,False
1403925,False
421350,False
2358624,False
2360553,False
1649270,False
1823585,False
2122706,False
1361615,False
1130466,False
132467,False
2336816,False
1219020,False
1128255,False
1229537,False
1055992,False
1319318,False
1364478,False
1401088,False
2333786,False
1130480,False
1213473,False
385562,False
1519729,False
2291457,False
2302880,False
1309292,False
1355604,False
1444949,False
1467991,False
1459364,False
1449129,False
1459871,False
1648280,False
1473364,False
2311861,False
1500479,False
386555,False
1458573,False
1661982,False
389974,False
1204435,False
1500509,False
1426859,False
2309246,False
1734714,False
2288481,False
1661993,False
435113,False
1471743,False
425066,False
2118895,False
519221,False
1519380,False
2362683,False
425739,False
1680169,False
1826085,False
2361190,False
2361336,False
1459317,False
1321318,False
1321317,False
2261842,False
1746531,False
1732903,False
1664631,False
436750,False
1667869,False
2333922,False
429139,False
441283,False
435387,False
1665358,False
437761,False
1510663,False
2358890,False
1757002,False
2362722,False
1673208,False
1517518,False
1404004,False
1673214,False
1667653,False
396812,False
1513170,False
2310857,False
436093,False
1524229,False
1478585,False
2360238,False
437672,False
2363502,False
2427142,False
2427143,False
2112972,False
521019,False
530194,False
122751,False
2286159,False
536643,False
520856,False
531320,False
530062,False
520876,True
499859,False
1782923,False
530183,True
2333765,False
1782912,False
529455,False
424385,False
1661111,False
423014,False
1358620,False
2360985,False
2332192,False
1501805,False
1521888,False
1135207,False
1319320,False
282537,False
1389311,False
1149835,False
508584,False
2289522,False
1364369,False
923580,False
2360549,False
759842,False
2109176,False
923474,False
287788,False
1780164,False
760214,False
745580,False
751971,False
2047447,False
2109210,False
1514977,False
1746027,False
702107,False
1469905,False
2119556,False
2337194,False
2332063,False
1668595,False
1746589,False
1740271,False
421488,False
2123464,False
1393449,False
1747406,False
1822719,False
1437838,False
436934,False
357855,False
1514670,False
263713,False
533372,False
585964,False
2114922,False
1440625,False
